source,company,adress,tel,url,data,NG,架電日①,先方担当者,ステータス,感触・NEXTアクション,重複判定（0以外は架電不可）
ハロワ,有限会社 白子紙業,千葉県,0475-33-2213,,代表取締役 石川 修,,,,,,0
ハロワ,株式会社 森川製作所,千葉県,0475-33-6651,,森川 孝行,,,,,,0
ハロワ,カネイ産業株式会社<br/>【ホテルカネイグループ】,千葉県,0475-33-6772,,篠崎 昌治,,,,,,0
ハロワ,株式会社 丸岡興業,千葉県,0475-33-7056,,片岡 靖典,,,,,,0
ハロワ,港シート（石川祐治）,千葉県,0475-33-7440,,石川祐治,,,,,,0
ハロワ,スズキアリーナ本納 株式会社カトウ自動車販売,千葉県,0475-34-1717,,代表取締役 加藤 寛,,,,,,0
ハロワ,株式会社 藤田製作所,千葉県,0475-34-3311,,藤田 顕俊,,,,,,0
マイナビ19,日本機材株式会社,千葉県,0475-34-3361,http://nihonkizai.com/,,,,,,,0
キャリタス19,ＴＯＴＯハイリビング株式会社,千葉県,0475-34-3555,,,,,,,,0
ハロワ,株式会社 小名木川ギヤー,千葉県,0475-34-4536,,岩崎厚三,,,,,,0
ハロワ,株式会社 グリーンワールド,千葉県,0475-34-4666,,,,,,,,0
ハロワ,株式会社ナガホリ アトリエドモバラ,千葉県,0475-34-5251,,佐藤 学,,,,,,0
ハロワ,株式会社 日電工業 デイサービスセンター長生東,千葉県,0475-34-7755,,代表取締役 林 敏江,,,,,,0
キャリタス19,社会福祉法人青翠会,千葉県,0475-34-9100,,,,,,,,0
ハロワ,社会福祉法人 青翠会 特別養護老人ホーム 光風荘,千葉県,0475-34-9100,,深山繁春,,,,,,0
キャリタス19,医療法人ＳＨＩＯＤＡ塩田記念病院,千葉県,0475-35-0099,,,,,,,,0
ハロワ,医療法人ＳＨＩＯＤＡ 塩田記念病院,千葉県,0475-35-0099,,理事長 塩田友子,,,,,,0
ハロワ,葵物流 株式会社,千葉県,0475-35-0181,,代表取締役 石井 公博,,,,,,0
Yahooファイナンス,ジャパンフーズ株式会社,千葉県,0475-35-2211,,,,,,,,0
ハロワ,株式会社 根本電機工業,千葉県,0475-35-2218,,,,,,,,0
ハロワ,大豊物産 株式会社（アリランラーメン）,千葉県,0475-35-2467,,代表取締役 古市 豊,,,,,,0
ハロワ,上総化成 株式会社,千葉県,0475-35-3311,,斉藤 良功,,,,,,0
ハロワ,リソル 生命の森 株式会社,千葉県,0475-35-3333,,佐野 直人,,,,,,0
ハロワ,株式会社 ながら長生庵,千葉県,0475-35-4108,,代表取締役 小池 昇,,,,,,0
ハロワ,パシフィックゴルフマネージメント株式会社 千葉国際カントリークラブ,千葉県,0475-35-4325,,田中 耕太郎,,,,,,0
ハロワ,岡田工業株式会社,千葉県,0475-35-4506,,代表取締役 岡田孝雄,,,,,,0
DODA,南総総業株式会社,千葉県,0475-35-4639,,,,,,,,0
ハロワ,南総総業 株式会社 長柄事業所,千葉県,0475-35-4639,,高橋 久美（たかはしひさみ）,,,,,,0
ハロワ,有限会社 幸和商事,千葉県,0475-35-5216,,大吉 誠司,,,,,,0
ハロワ,株式会社 大阪大松運輸 千葉営業所,千葉県,0475-35-5421,,代表取締役 仲野 克巳,,,,,,0
ハロワ,有限会社 千葉電気運送サービス,千葉県,0475-35-5544,,三橋 茂樹,,,,,,0
ハロワ,医療法人社団聖光会 介護老人保健施設 長柄ケアセンター,千葉県,0475-35-5550,,斉藤 光徳,,,,,,0
ハロワ,株式会社 東和 市原営業所,千葉県,0475-35-5718,,角倉 吉雄,,,,,,0
ハロワ,株式会社サードプレイス 茶話本舗 デイサービス サードプレイス,千葉県,0475-36-2461,,代表取締役 山崎久美子,,,,,,0
ハロワ,株式会社 ＡＭＳ．,千葉県,0475-36-2957,,代表取締役 増田浩一,,,,,,0
ハロワ,ＪＩ‐ＴＥＣＨ株式会社,千葉県,0475-36-3257,,代表取締役 五十嵐 康裕,,,,,,0
ハロワ,株式会社 ＯＪ・ＤＡＹ 美容室 ＣＨＩＣＣＡ茂原店,千葉県,0475-36-3375,,代表取締役 小倉 淳,,,,,,0
ハロワ,アースピック株式会社,千葉県,0475-36-3835,,代表取締役 松本吉夫,,,,,,0
ハロワ,株式会社 志村精機製作所千葉工場,千葉県,0475-36-5015,,春野 多加江,,,,,,0
マイナビ19,日本天然ガス株式会社,千葉県,0475-36-5170,http://www.ntgas.co.jp/,,,,,,,0
マイナビ19,大昌建設株式会社,千葉県,0475-36-7700,http://www.taisho-kk.com,,,,,,,0
ハロワ,大昌建設株式会社,千葉県,0475-36-7700,,岡本 俊仁,,,,,,0
ハロワ,社会福祉法人 春喜会 特別養護老人ホーム せせらぎ,千葉県,0475-40-3001,,理事長 新沢 敏夫,,,,,,0
ハロワ,有限会社 かづみ,千葉県,0475-40-3215,,松本 重子,,,,,,0
ハロワ,有限会社 かづみ,千葉県,0475-40-3225,,松本 重子,,,,,,0
ハロワ,社会福祉法人 信和会,千葉県,0475-40-5777,,理事長 杉田智子,,,,,,0
ハロワ,有限会社 アラソアン,千葉県,0475-42-1363,,河合 辰巳,,,,,,0
ハロワ,桶庄トーヨー住器株式会社,千葉県,0475-42-2179,,宮本 譲,,,,,,0
ハロワ,株式会社ホンダプリモ千葉南,千葉県,0475-42-2244,,小林 雅幸,,,,,,0
ハロワ,白石管工事 株式会社,千葉県,0475-42-2372,,白石 健司,,,,,,0
マイナビ19,社会福祉法人児童愛護会,千葉県,0475-42-3869,http://www.jidouaigokai.or.jp/,,,,,,,0
ハロワ,有限会社 小林釣餌,千葉県,0475-42-5656,,小林 雅明,,,,,,0
キャリタス19,伯東商事株式会社,千葉県,0475-42-6911,,,,,,,,0
ハロワ,株式会社 ネクストワン,千葉県,0475-42-7727,,代表取締役 荒木 隆巖,,,,,,0
ハロワ,株式会社 房総カントリークラブ,千葉県,0475-43-0111,,山村 章夫,,,,,,0
ハロワ,茨城グリーン開発株式会社睦沢事業所（デイスターゴルフクラブ）,千葉県,0475-43-0211,,睦沢事業所長 野上 広治,,,,,,0
キャリタス19,医療法人社団健勝会,千葉県,0475-43-1222,,,,,,,,0
ハロワ,医療法人社団 健勝会 介護老人保健施設 睦沢の里,千葉県,0475-43-1222,,理事長 更科 廣實,,,,,,0
ハロワ,株式会社 末吉興業,千葉県,0475-44-0525,,末吉 利幸,,,,,,0
リクナビ19,睦沢町,千葉県,0475-44-1111,,,,,,,,0
キャリタス19,社会福祉法人九十九会,千葉県,0475-44-1212,,,,,,,,0
ハロワ,株式会社 松嵜組,千葉県,0475-44-1258,,松嵜 一明,,,,,,0
ハロワ,明和プラスト株式会社,千葉県,0475-44-1818,,天明 英男,,,,,,0
ハロワ,医療法人社団創正会 睦沢歯科医院,千葉県,0475-44-2193,,理事長 谷中正幸,,,,,,0
ハロワ,睦沢町役場,千葉県,0475-44-2500,,町長 市原 武,,,,,,0
ハロワ,株式会社 エムズファクトリー,千葉県,0475-44-4343,,松田 裕美,,,,,,0
ハロワ,株式会社 アップステージ,千葉県,0475-44-4564,,代表取締役 森 英夫,,,,,,0
ハロワ,むなかた クリニック,千葉県,0475-44-5155,,院長 宗像 昭夫,,,,,,0
ハロワ,ＪＩ－ＢＥＡＵＴＹ株式会社,千葉県,0475-44-6388,,代表取締役 小早川 裕美,,,,,,0
ハロワ,株式会社 Ｌａｕｌｅ′ａ（ハートランド）,千葉県,0475-44-7810,,熊澤 順一,,,,,,0
ハロワ,有限会社 小林水道鉄工,千葉県,0475-46-0141,,代表取締役 小林圭一,,,,,,0
ハロワ,社会福祉法人 共生会,千葉県,0475-46-1010,,増田 美夫,,,,,,0
ハロワ,長南グリーン株式会社,千葉県,0475-46-2311,,代表取締役 石川 信介,,,,,,0
ハロワ,株式会社 グレ－トアイランド倶楽部,千葉県,0475-46-3176,,本庄 竜介,,,,,,0
ハロワ,パシフィックゴルフマネージメン卜株式会社アバイディングクラブゴルフソサエティ,千葉県,0475-46-3300,,支配人 古城 裕一,,,,,,0
ハロワ,株式会社 長南パブリックコース,千葉県,0475-46-3311,,代表取締役 石川 信介,,,,,,0
ハロワ,日本プレシジョンキャスチング 株式会社,千葉県,0475-46-3601,,代表取締役 馬場 誠一郎,,,,,,0
ハロワ,社会福祉法人 共生会,千葉県,0475-46-4111,,増田 美夫,,,,,,0
ハロワ,社会福祉法人光正会 特別養護老人ホーム・ザイクスヒル長南,千葉県,0475-47-1313,,施設長 田村八千代,,,,,,0
ハロワ,トビシゲ建設株式会社,千葉県,0475-47-2191,,鵜沢 一男,,,,,,0
ハロワ,ＥＳＴ 株式会社,千葉県,0475-47-2327,,,,,,,,0
ハロワ,医療法人社団 桐佑会 藤島クリニック,千葉県,0475-47-3056,,藤島 知則,,,,,,0
ハロワ,株式会社 平川工業,千葉県,0475-47-3249,,代表取締役 平川 朋樹,,,,,,0
ハロワ,株式会社 ボビーズフローリストジャパン,千葉県,0475-50-0025,,代表取締役 戸村 明夫,,,,,,0
ハロワ,新日本アルク工業 株式会社,千葉県,0475-50-0325,,代表取締役 尾上 昌隆,,,,,,0
ハロワ,株式会社ＮＩＰＰＯ’Ｓ,千葉県,0475-50-0820,,代表取締役 竹之内 学,,,,,,0
ハロワ,株式会社 睦海,千葉県,0475-50-1010,,代表取締役 今井 睦美,,,,,,0
リクナビ19,東金市,千葉県,0475-50-1118,,,,,,,,0
ハロワ,公益財団法人 東金文化・スポーツ振興財団,千葉県,0475-50-1715,,理事長 木村 卓,,,,,,0
ハロワ,旭化工 株式会社 東金工場,千葉県,0475-50-5031,,代表取締役社長 吉本 叡,,,,,,0
ハロワ,株式会社 エヌテック,千葉県,0475-50-6337,,代表取締役社長 石塚 信寿,,,,,,0
ハロワ,株式会社 プロムナード,千葉県,0475-50-6650,,代表取締役 岩谷 俊輝,,,,,,0
キャリタス19,株式会社サンピアスポーツ,千葉県,0475-52-0450,,,,,,,,0
ハロワ,株式会社 関東ホーム,千葉県,0475-52-1131,,代表取締役 清宮 貴弘,,,,,,0
ハロワ,日本郵便株式会社 東金郵便局,千葉県,0475-52-3946,,東金郵便局長 糸井 大恵,,,,,,0
ハロワ,株式会社 テクノ,千葉県,0475-52-6619,,代表取締役 平山和之,,,,,,0
ハロワ,有限会社 旅路,千葉県,0475-53-1655,,代表取締役 今西 裕路,,,,,,0
ハロワ,有限会社 メディカルマーチン,千葉県,0475-53-2510,,代表取締役 十川 正啓,,,,,,0
マイナビ19,創販株式会社,千葉県,0475-53-2541,http://sohan.jp/,,,,,,,0
ハロワ,一般社団法人 アンジュニール・アミ,千葉県,0475-53-3535,,代表理事 緑川 美穂子,,,,,,0
ハロワ,特定非営利活動法人 ちば地域生活支援舎,千葉県,0475-53-3630,,代表理事 宮下 裕一,,,,,,0
ハロワ,株式会社 スカイ・プランニング 東金さくら保育園,千葉県,0475-53-6466,,代表取締役 鈴木 誠,,,,,,0
ハロワ,有限会社 メディカルマーチン,千葉県,0475-53-8341,,代表取締役 十川 正啓,,,,,,0
ハロワ,有限会社 ハナザワ工芸,千葉県,0475-54-1014,,代表 花澤 正幸,,,,,,0
ハロワ,岩崎機械工業 株式会社,千葉県,0475-54-1271,,代表取締役 岩崎 英男,,,,,,0
マイナビ転職,株式会社ユニオンテック,千葉県,0475-54-1521,,,,,,,,0
マイナビ19,南総通運株式会社,千葉県,0475-54-3581,,,,,,,,0
-,南総通運,千葉県,0475-54-3581,,,,,,,,0
ハロワ,古川運送 株式会社,千葉県,0475-54-5101,,代表取締役社長 古川 毅彦,,,,,,0
ハロワ,株式会社 千葉通商,千葉県,0475-55-2062,,代表取締役 浅野 勝男,,,,,,0
キャリタス19,総武機械株式会社,千葉県,0475-55-2135,,,,,,,,0
ハロワ,合同会社 エストーレホテル東金 エストーレホテルアンドテニスクラブ,千葉県,0475-55-4111,,職務執行者 金子 智子,,,,,,0
ハロワ,アインズホーム 株式会社,千葉県,0475-55-4300,,代表取締役 及川 和則,,,,,,0
ハロワ,株式会社エルケア,千葉県,0475-55-6341,,代表取締役 坂部 賢治,,,,,,0
ハロワ,有限会社 東和,千葉県,0475-55-8708,,取締役 上田 隆,,,,,,0
ハロワ,株式会社 フルカワ 千葉機材センター,千葉県,0475-55-9458,,古川 利勝,,,,,,0
ハロワ,有限会社 渡辺清掃,千葉県,0475-58-3308,,代表取締役 渡邉 浩市,,,,,,0
キャリタス19,医療法人静和会浅井病院,千葉県,0475-58-5000,,,,,,,,0
ハロワ,株式会社 ダイワ 千葉支店,千葉県,0475-58-5221,,代表取締役 山本 哲也,,,,,,0
ハロワ,株式会社 共楽園 緑化土木,千葉県,0475-58-5355,,代表取締役社長 榊原 吉明,,,,,,0
ハロワ,株式会社 サン測量設計,千葉県,0475-58-5500,,代表取締役 小安 隆夫,,,,,,0
ハロワ,有限会社 東総ホームサービス,千葉県,0475-58-7424,,代表取締役 片岡 義久,,,,,,0
ハロワ,株式会社 セスコ 東金営業所,千葉県,0475-68-0077,,代表取締役 新島 清志,,,,,,0
ハロワ,株式会社クリエイトホーム,千葉県,0475-70-0123,,代表取締役 竹村 義彦,,,,,,0
リクナビ19,大網白里市,千葉県,0475-70-0300,,,,,,,,0
マイナビ19,九十九里町役場,千葉県,0475-70-3100,http://www.town.kujukuri.chiba.jp/,,,,,,,0
リクナビ19,九十九里町,千葉県,0475-70-3106,,,,,,,,0
マイナビ19,医療法人社団慈優会九十九里病院,千葉県,0475-70-7177,http://kujyukuri-hp.or.jp/,,,,,,,0
ハロワ,株式会社 ジェイ・クエスト,千葉県,0475-70-8920,,代表取締役社長 木下 健治,,,,,,0
ハロワ,医療法人社団 昌健会 おおあみ在宅診療所,千葉県,0475-71-1277,,事務長 澤原 卓,,,,,,0
ハロワ,株式会社 アトラボ,千葉県,0475-71-2514,,代表取締役 野間 政宏,,,,,,0
ハロワ,株式会社 アコーディア・ゴルフ,千葉県,0475-71-3446,,平林 朗,,,,,,0
ハロワ,社会福祉法人日吉会,千葉県,0475-72-0254,,理事長 梅室 勝紘,,,,,,0
ハロワ,パステック 株式会社,千葉県,0475-72-3692,,代表取締役 中村 武男,,,,,,0
ハロワ,大平建設 株式会社 大網支店,千葉県,0475-72-4067,,代表取締役 砂泊 光彦,,,,,,0
ハロワ,九十九薬品 株式会社,千葉県,0475-72-6261,,代表取締役 今村 均,,,,,,0
ハロワ,医療法人社団 おおあみ眼科,千葉県,0475-72-7221,,理事長 今井 尚人,,,,,,0
ハロワ,特定非営利活動法人 ウィズ,千葉県,0475-72-9605,,理事長 三好 恵里子,,,,,,0
ハロワ,有限会社 しあわせの家,千葉県,0475-73-7076,,代表取締役 吉村 真佐子,,,,,,0
ハロワ,社会福祉法人 北斗 特別養護老人ホーム 杜の街,千葉県,0475-73-7755,,理事長 小島 秀一郎,,,,,,0
ハロワ,原田電機工業 株式会社,千葉県,0475-76-0270,,代表取締役 原田 佳昭,,,,,,0
ハロワ,株式会社 大滝工務店 九十九里出張所,千葉県,0475-76-2345,,所長 五味 義之,,,,,,0
ハロワ,丸万産業 株式会社,千葉県,0475-76-7161,,代表取締役 阿部倉 智明,,,,,,0
ハロワ,日栄飼料 株式会社,千葉県,0475-76-7272,,代表取締役 菅 忠信,,,,,,0
ハロワ,有限会社 イーグルエンタープライズ,千葉県,0475-77-1165,,代表取締役 内山 正徳,,,,,,0
キャリタス19,社会福祉法人ワーナーホーム,千葉県,0475-77-2100,,,,,,,,0
ハロワ,社会福祉法人 ワーナーホーム,千葉県,0475-77-2100,,理事長 寺田 一郎,,,,,,0
ハロワ,株式会社 東雲堂,千葉県,0475-77-2151,,代表取締役 花澤 正明,,,,,,0
ハロワ,株式会社 天野製作所,千葉県,0475-77-3311,,代表取締役 天野 武人,,,,,,0
ハロワ,敬老園 ロイヤルヴィラ 大網白里,千葉県,0475-77-3355,,代表役員 宇野 弘之,,,,,,0
ハロワ,レッツ倶楽部 とうがね <br/> 株式会社 ツートップ,千葉県,0475-77-7171,,代表取締役 鳥居典正,,,,,,0
ハロワ,スタースタッフ 株式会社<br/>,千葉県,0475-77-7660,,代表取締役 兼子 直史,,,,,,0
ハロワ,麺場田所商店 東金店,千葉県,0475-77-8145,,横田 大輔,,,,,,0
ハロワ,株式会社 田辺工業,千葉県,0475-78-3713,,代表取締役 田辺 義和,,,,,,0
ハロワ,株式会社 蒼空,千葉県,0475-78-4130,,成嶋 弘子,,,,,,0
ハロワ,株式会社 京和建設,千葉県,0475-78-5781,,代表取締役 植草 茂樹,,,,,,0
ハロワ,一般社団法人 紫宝会,千葉県,0475-78-6888,,代表理事 土屋 清弘,,,,,,0
マイナビ19,山武市役所,千葉県,0475-80-1117,http://www.city.sammu.lg.jp/,,,,,,,0
ハロワ,レストラン＆ピッツェリア ヴォン,千葉県,0475-82-2221,,金杉 健仁,,,,,,0
ハロワ,ちばフラワーバス 株式会社,千葉県,0475-82-2611,,代表取締役 笹尾 充宏,,,,,,0
キャリタス19,山武郡市農業協同組合,千葉県,0475-82-3221,,,,,,,,0
ハロワ,株式会社エアーテクノ中山,千葉県,0475-82-7051,,代表取締役 中山 勝英,,,,,,0
ハロワ,株式会社 インテルナハサキ,千葉県,0475-82-8838,,代表取締役 高野 義明,,,,,,0
ハロワ,サンムパッケージ 株式会社,千葉県,0475-84-1101,,,,,,,,0
ハロワ,社会福祉法人 緑海会,千葉県,0475-84-2131,,理事長 若林 良光,,,,,,0
ハロワ,医療法人社団寿光会 エクセルシオール山武,千葉県,0475-84-5322,,作田 美緒子,,,,,,0
ハロワ,日新コンクリート工業有限会社,千葉県,0475-86-2611,,代表取締役 伊藤 光一,,,,,,0
ハロワ,株式会社 ＲＥＧＡＬＯ,千葉県,0475-86-7331,,代表取締役 村上 宗美,,,,,,0
キャリタス19,社会福祉法人寿陽会,千葉県,0475-88-0411,,,,,,,,0
ハロワ,社会福祉法人 九十九里ホーム <br/>ミス・ヘンテ記念ケアセンター,千葉県,0475-88-1980,,理事長 井上 峰夫,,,,,,0
ハロワ,湘南機工 株式会社,千葉県,0475-89-1815,,小田井 博,,,,,,0
ハロワ,株式会社 ニチイ学館 ニチイケアセンター成田,千葉県,0476-20-0151,,代表取締役 森 信介,,,,,,0
ハロワ,ケーヨービジネス交流協同組合,千葉県,0476-20-0200,,代表理事 堀越 健次,,,,,,0
ハロワ,永成建設,千葉県,0476-20-0780,,関 栄一,,,,,,0
リクナビ19,成田市役所,千葉県,0476-20-1505,,,,,,,,0
ハロワ,株式会社 ＧＯＯＤ ＳＭＩＬＥ,千葉県,0476-20-1555,,代表取締役 宮本 隆太郎,,,,,,0
ハロワ,成田市教育委員会,千葉県,0476-20-1607,,,,,,,,0
ハロワ,松崎交通 株式会社,千葉県,0476-20-1931,,,,,,,,0
ハロワ,サンエス警備保障 株式会社,千葉県,0476-20-4801,,代表取締役 大野 淳史,,,,,,0
ハロワ,ＧＬＯＢＡＬ シーフーズ 株式会社,千葉県,0476-20-5030,,猿渡 和成,,,,,,0
